,noten,tag
Dahl met gember en gekarameliseerde ui,False,hoofdgerecht
"Parelcouscous met pesto, spekjes en spinazie",False,hoofdgerecht
Ovenschotel met krieltjes en broccoli,False,hoofdgerecht
Romige pasta met courgette,False,hoofdgerecht
"Maaltijdsalade kip, mango en geitenkaas",False,hoofdgerecht
Quiche met kip en champignons,False,hoofdgerecht
Bloemkoolsteaks met kikkererwtensalade,False,hoofdgerecht
Kip ketjap met sperziebonen en rijst,False,hoofdgerecht
Franse linzenroerbak met gerookte makreel en ei,False,hoofdgerecht
Tortillataart met kidneybonen chili,False,hoofdgerecht
"Luxe bagel met roomkaas, biefstuk en paddenstoelen",False,lunch
Tagliatelle met zalm in tomatensaus,False,hoofdgerecht
"Courgettespaghetti met garnalen, tapenade en extra vierge olijfolie",False,hoofdgerecht
"Pasta arrabbiata met tonijn, tomaat en olijven",False,hoofdgerecht
Vegetarische wraps uit de oven (tostada) met avocado,False,lunch
Indiase rijstsalade met gebakken kip,False,lunch
Aardappel-preisoep met geitenkaascroutons,False,lunch
Meergranen stokbrood met cottage cheese en gerookte zalm,False,lunch
"Mexicaanse lunchbowl met kidneybonen, spinazie &amp; gebakken ei",False,lunch
Toast met smeerkaas &amp; gerookte forel,False,lunch
Italiaanse omelet met groente,False,lunch
Kikkererwten-tonijnsalade met venkel &amp; sperziebonen,False,lunch
"Clubsandwich met zuivelspread, rosbief &amp; gekookt ei",False,lunch
Roggebrood met kaas &amp; komkommer,False,lunch
Linzen-tomatenstoof met bloemkool,False,hoofdgerecht
Snelle kip tikka masalasalade,False,hoofdgerecht
Couscous met groenten,False,hoofdgerecht
Nasitorentje,False,hoofdgerecht
Tortillafeest,False,hoofdgerecht
Sterrensoep,False,hoofdgerecht
Pasta met rode saus,False,hoofdgerecht
Octopuspizza's,False,hoofdgerecht
"Traybake van kipdrumsticks, krieltjes en bloemkool",False,hoofdgerecht
Sandwich met eiersalade en radijs,False,lunch
Gehakt-tomatensaus met zilvervliesrijst en sperziebonen,False,hoofdgerecht
Broccolisoep met soepgroenten en broodkruim,False,lunch
Volkorenlasagne met spinazie en linzen,False,hoofdgerecht
Tosti tonijn met tomaat en rucola,False,lunch
Speculoossandwich met peer en walnoten,False,lunch
"Tostada’s met kip, crispy mais en zwarte bonen",False,hoofdgerecht
Kipballetjes in rode-currysaus met rijst,False,hoofdgerecht
Makkelijke risotto ,False,hoofdgerecht
Griekse salade met zoete aardappel,False,hoofdgerecht
Makkelijke oventosti,False,lunch
Pasta arrabiata,False,hoofdgerecht
Pastasalade met gerookte makreel en biet,False,hoofdgerecht
Milde curry van zoete aardappel met kip,False,hoofdgerecht
"Sinaasappelkwark met muesli, kiwi en blauwe bessen",False,lunch
"Visstoof met paprika, tomaat en krieltjes",False,hoofdgerecht
Zoete aardappelstamppot met gehaktbal en tomaatjes,False,hoofdgerecht
Linzensalade met spinazie en pitakaaspuntjes,False,hoofdgerecht
Spaghetti met groentesaus,False,hoofdgerecht
Salade van geroosterde groenten met kruiden en noten,False,hoofdgerecht
Plaattaart met geroosterde groenten en geitenkaas,False,hoofdgerecht
Gevulde pizzabroodjes met tomatensalade,False,hoofdgerecht
Volkorenpasta met gehaktsaus en mozzarella,False,hoofdgerecht
Volkorencouscous met geroosterde spitskool en tomatentapenade,False,hoofdgerecht
Geroosterde spitskoolsalade met garnalen en aardappeltjes,False,hoofdgerecht
Romige kippensoep,False,hoofdgerecht
Kippenragout in pasteibakjes,False,hoofdgerecht
Wraps met kikkererwten en fetacrème,False,hoofdgerecht
Kikkererwtencurry met quinoa en bieslook,False,hoofdgerecht
"Tajine van kip, aardappel en olijven ",False,hoofdgerecht
Eenpans paella met chorizo en zeevruchten,False,hoofdgerecht
Vegetarische traybake met pompoen en vega worst,False,hoofdgerecht
"Traybake van karbonade, kriel en groene asperges",False,hoofdgerecht
"Ovencurry met rijst, kabeljauw en paksoi",False,hoofdgerecht
Wokschotel met garnalen en sambal,False,hoofdgerecht
Gegrilde-witlofsalade met gerookte kip en kaascroutons,False,hoofdgerecht
Doperwtensalade met gerookte zalm en gebakken aardappelschijfjes,False,hoofdgerecht
"Noedels met miso, groenten en vegagehakt",False,hoofdgerecht
Makkelijke 'nasi',False,hoofdgerecht
Pasta met gepofte tomaten en witte kaas,False,hoofdgerecht
Hartige taart met broccoli en bloemkool,False,hoofdgerecht
Vega teriyaki-kip met spinazie &amp; rijst ,False,hoofdgerecht
Ratatouille met burrata,False,hoofdgerecht
Ontbijtbowl met bramen en granola,False,lunch
Romige gnocchi met courgette en garnalen,False,hoofdgerecht
"Ravioli met paddenstoelen, tomaatjes &amp; pancetta",False,hoofdgerecht
"Volkorenpita met avocado, rode kidneybonen &amp; salsa",False,hoofdgerecht
"Couscoussalade met kikkererwten, paprika &amp; rozijnen",False,hoofdgerecht
"Biefstuk met koffiesaus, paprika-komkommersalade &amp; ovenfriet",False,hoofdgerecht
"Tosti roomkaas met spinazie, avocado en kalkoen",False,lunch
"Mexicaanse bonensalade met mais, avocado en honing-jalapenodressing",False,hoofdgerecht
Roerbak met worst &amp; rucolamayonaise,False,hoofdgerecht
"Plaattaart met biet, peer &amp; geitenkaas",False,hoofdgerecht
Pastasalade met aubergine en rauwe ham,False,hoofdgerecht
Pittige noedelsalade met mangodressing,False,hoofdgerecht
Zoete-aardappelschotel met tonijn en sperziebonen,False,hoofdgerecht
Geroosterde broccoli met kabeljauw,False,hoofdgerecht
"Pita met filetlapjes, komkommer en tzatziki",False,hoofdgerecht
Romige eenpanspasta met groenten en buffelmozzarella ,False,hoofdgerecht
Tomatensoep met gevulde tortellini,False,hoofdgerecht
"Traybake van kip, paprika, zwarte bonen en chipotle",False,hoofdgerecht
Ovengroente met runderchipolata,False,hoofdgerecht
"Gazpacho met watermeloen, tomaat en limoen",False,lunch
Tagliatelle met gehaktballetjes in tomatensaus en geroosterde broccoli,False,hoofdgerecht
"Visburgers met aardappel, bloemkool en harissa",False,hoofdgerecht
Pastasalade met chorizo en garnalen,False,hoofdgerecht
Preistamppot met warmgerookte zalm,False,hoofdgerecht
Spaghetti met mosselen (spaghetti alle cozze),False,hoofdgerecht
Biefstuk met balsamicojus en verse vijgen,False,hoofdgerecht
Gnocchi di malga en andijviesalade met Romeinse dressing,False,hoofdgerecht
Salade met kersen en halloumi,False,lunch
Regenboogpizzabootjes,False,lunch
Botersla met kipfilet en croutons,False,lunch
Linzensalade met spinazie en Parmezaanse kaas,False,lunch
BBQ steak sandwich van Jord Althuizen,False,hoofdgerecht
"Gegrilde ananassalade met avocado, geitenkaas en limoendressing",False,lunch
"Pistolet met filetreepjes, rauwkost en satésaus",False,lunch
Italiaanse rösti-roerbak met broccoli &amp; gehaktballetjes,False,hoofdgerecht
Waldorfsalade met venkel &amp; citroenmayonaise,False,lunch
"Spinazie-quinoasalade met groene asperges, tuinerwten &amp; witte kaas",False,hoofdgerecht
"Lauwwarme soba noedels met sugarsnaps, paprika &amp; zalm",False,hoofdgerecht
Linzensalade met geroosterde paprika &amp; witte kaas,False,hoofdgerecht
Meergranentriangel met kip-mangosalade,False,lunch
Plaattaart met gebakken paddenstoelen &amp; garnalen,False,hoofdgerecht
"Couscoussalade met artisjok, broccoli &amp; gepocheerd eitje",False,hoofdgerecht
"Tajine van kip, citroen, aardappel en olijven",False,hoofdgerecht
"Vissticks met aardappelfriet, kool-erwtensalade &amp; yoghurtdip",False,hoofdgerecht
Rijkgevulde groente-enchilada’s met mais &amp; geraspte kaas,False,hoofdgerecht
Kleurrijke salade met broccolirijst en feta,False,hoofdgerecht
Lunchbowl met kikkererwten &amp; limoen-yoghurtdressing,False,lunch
"Shakshuka met spinazie, geitenkaas &amp; munt",False,hoofdgerecht
Noedelsalade met zalm,False,hoofdgerecht
Pizza gorgonzola met groene groenten,False,hoofdgerecht
"Gnocchi met ricotta, Parmaham en groene asperges",False,hoofdgerecht
Carpaccio van watermeloen met pijnboompitjes en Parmezaan,False,lunch
Brocollirijstbowl met zalm en avocadosaus,False,hoofdgerecht
Geroosterde broccoli met zoete aardappel en worst,False,hoofdgerecht
Plaatpizza voor de hele familie,False,hoofdgerecht
Groentepizza met bloemkoolpizzabodem,False,hoofdgerecht
Traybake van drumsticks en krieltjes,False,hoofdgerecht
Eenpansnoedels met vega kip en wokgroente,False,hoofdgerecht
"Tortilla met koolsalade, bonen en vissticks",False,hoofdgerecht
Maaltijdsalade met tonijn &amp; sperziebonen,False,hoofdgerecht
Zomerstamppot met tartaar,False,hoofdgerecht
"Broodje kipburger met sla, tomaat &amp; caesardressing",False,hoofdgerecht
Groene pannenkoeken met hummus en wortel,False,lunch
Zalmpakketje van de BBQ,False,hoofdgerecht
Parelcouscoussalade met broccoli en rivierkreeftjes,False,hoofdgerecht
Eenpansrijstschotel met kip en snijbonen,False,hoofdgerecht
Pizza funghi,False,hoofdgerecht
Zuurdesembrood,False,lunch
"Sushibombe met rivierkreeftjes, avocado en zalm",False,hoofdgerecht
Fajita's met gegrilde kalkoen en avocado,False,hoofdgerecht
Geroosterde-bloemkoolsalade met tonijn ,False,hoofdgerecht
Salade met kip &amp; fruitbierdressing ,False,hoofdgerecht
Kip-paprikastoof met halfvolkoren rijst,False,hoofdgerecht
Gegrilde-maissalade met rivierkreeftjes &amp; gekookt ei,False,hoofdgerecht
Bloemkoolcouscous met gebakken harissa-kikkererwten &amp; feta,False,hoofdgerecht
"Risotto met tonijn, courgette &amp; pesto",False,hoofdgerecht
Open sandwich met rookvlees &amp; zachtgekookt ei,False,lunch
"Taco’s met kibbeling, rodekool &amp; alliolidressing",False,hoofdgerecht
Linzensalade met witte kaas &amp; granaatappelpitjes,False,lunch
Vegetarische harira,False,hoofdgerecht
Vegetarisch taartje van sushi met avocado en edamame,False,hoofdgerecht
Yaki Udon,False,hoofdgerecht
Pizza pepperoni,False,hoofdgerecht
Romige pasta met kip en gegrilde groente,False,hoofdgerecht
Kikkererwtenpasta met aubergine en tomaten,False,hoofdgerecht
Maaltijdsalade met krieltjes en makreel,False,hoofdgerecht
Gazpacho van tomaat en paprika met knoflooktoast,False,hoofdgerecht
Pizza Hawaï,False,hoofdgerecht
Orechiette met broccoli en ansjovis,False,hoofdgerecht
Surinaamse bami,False,hoofdgerecht
Traybake van geroosterde paprika en kipdijfilet,False,hoofdgerecht
"Asperges met vegan ham, krieltjes &amp; ei",False,hoofdgerecht
"Pastasalade met spinazie, tomaat &amp; rucola",False,hoofdgerecht
Pita vega gyros met rauwkost &amp; tzatziki,False,hoofdgerecht
"Lauwwarme volkorennoedels, paksoi en edamame",False,hoofdgerecht
Burrito met gebakken linzen &amp; romige spitskoolsalade,False,hoofdgerecht
Vegaschnitzel met gegrilde prei en puree,False,hoofdgerecht
"Hummus met gegrilde groente, falafel en tahinsaus",False,hoofdgerecht
"Bietenhummus met yoghurt, komkommer en za'atar",False,lunch
Pikante hummusbowl met aardappel en olijven,False,hoofdgerecht
Jackfruitburgers,False,hoofdgerecht
Gegrilde bospeen met gember-ketjapjus,False,hoofdgerecht
Geroosterde bloemkool met biet-tahinsaus,False,hoofdgerecht
"Filodeegtaart met radijs, spinazie en ricotta",False,hoofdgerecht
Aardappeltjes met gegrilde asperges,False,hoofdgerecht
Bagel plantaardige roomkaas met aardbei en munt,False,lunch
"Bagel gerookte zalm, roomkaas en kappertjes",False,lunch
"Bagel guacamole, bacon en tomaat",False,lunch
"Ovenrijst met tuinbonen, artisjok en sardines",False,hoofdgerecht
Courgettetaart met haver fraîche,False,hoofdgerecht
Verse tagliatelle met ragù van linzen,False,hoofdgerecht
Snijbonenstamppot met veldsla en vega balletjes,False,hoofdgerecht
"Traybake met kikkererwten, gnocchi &amp; aubergine",False,hoofdgerecht
Tortilla’s met pulled oats en bonen-avocadosalade,False,hoofdgerecht
Veggie mac and cheese,False,hoofdgerecht
"Tortilla's met zoete aardappel, avocado &amp; pulled vega stukjes",False,hoofdgerecht
"Salade met rabarber, geitenkaas en spekjes",False,lunch
"Pantosti met gruyère, ham en mosterd",False,lunch
Vegan clubsandwich met groentespread &amp; rauwkost,False,lunch
Mexicaanse burger met rodekool &amp; ananassalsa,False,hoofdgerecht
Aziatische slawraps met kip &amp; rijst,False,hoofdgerecht
Makreelbroodje met augurk &amp; peterseliemayonaise,False,lunch
Gehaktballetjes in pittige tomatensaus uit de oven,False,hoofdgerecht
Quiche met broccoli en gerookte zalm,False,hoofdgerecht
Halloumi-salade,False,hoofdgerecht
Witte asperges ovenschotel met carbonara-saus,False,hoofdgerecht
Eenpansnoedels met broccoli en paprika,False,hoofdgerecht
Lamskotelet bakken,False,hoofdgerecht
Spiegelei,False,lunch
Beefburger met hummus en spinazie,False,hoofdgerecht
Vegetarische wokschotel met bloemkoolrijst en sweet chilisaus ,False,hoofdgerecht
"Gezonde pastasalade met cottagecheese, avocado en pijnboompitten",False,hoofdgerecht
"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",False,hoofdgerecht
"Fusilli met tomaat, verse kruiden en Parmezaan",False,hoofdgerecht
Pantosti 'caprese',False,lunch
"Toast met ricotta, boontjes en dille (dilly beans)",False,lunch
Bloemkoolrijstwafels met pulled pork,False,lunch
Spaghetti met avocado-tuinbonensaus en spekjes,False,hoofdgerecht
Paprika's met bonenvulling,False,hoofdgerecht
Indiase balletjes met zoete aardappel,False,hoofdgerecht
Gnocchiroerbak met spek &amp; courgette,False,hoofdgerecht
Kalkoenrolletjes met tapenade &amp; tortelloni ,False,hoofdgerecht
Bieten-geitenkaastaartjes met pastinaak &amp; rucola,False,hoofdgerecht
Ramensoep met peultjes en garnalen,False,hoofdgerecht
Noedelsoep met chinese kool en tempé,False,hoofdgerecht
Paprika tortilla's met gehakt en avocadosaus  ,False,hoofdgerecht
Caesarsalade met witte asperges,False,lunch
Romige pappardelle met garnalen,False,hoofdgerecht
Gevulde bloemkoolomelet met nasi &amp; snijbonen ,False,hoofdgerecht
"Quiche met groene asperges, bloemkool en feta",False,hoofdgerecht
Runderballetjes met broccoli &amp; kikkererwten uit de oven,False,hoofdgerecht
Indiase frittata met kokosmelk &amp; room,False,hoofdgerecht
Kruidencouscous en kipballetjes in saus,False,hoofdgerecht
"Roerbak van vega shoarma, paprika &amp; teriyaki",False,hoofdgerecht
Vega burger met groentefriet,False,hoofdgerecht
Aubergineschnitzels met mosterdsaus,False,hoofdgerecht
"Rijst met vega balletjes, sperziebonen &amp; tomatensaus",False,hoofdgerecht
"Traybake met ovengroente, tomaat en ricotta",False,hoofdgerecht
"Quinoa-maissalade met kikkererwten, tomaten en witte kaas ",False,lunch
"'Roti' met vegetarische rulstukjes, bonen &amp; ei ",False,hoofdgerecht
Tortellini-ovenschotel met pesto &amp; geroosterde tomaatjes ,False,hoofdgerecht
Wraps met tofu en vegan avocado-muntcream ,False,hoofdgerecht
Gegrilde varkenshaasspiesen met couscous &amp; witte-kaasdip,False,hoofdgerecht
Aziatische bloemkoolrijstbowl met rodekool &amp; spinazie,False,hoofdgerecht
Groentepizza margherita met basilicum &amp; broccoli-olijvensalade,False,hoofdgerecht
Zoetzure kip met noedels en roerbakgroente ,False,hoofdgerecht
Pasta pesto uit de oven met tonijn &amp; courgette,False,hoofdgerecht
Focaccia uit de airfryer,False,lunch
Geroosterde mediterrane paprika’s met geitenkaas en linzen,False,hoofdgerecht
Snelle Mexicaanse bonenschotel,False,hoofdgerecht
Griekse rijstschotel uit de oven,False,hoofdgerecht
Kip kerrie met broccoli &amp; peterselierijst,False,hoofdgerecht
Zoete aardappel met falafel &amp; knapperige rauwkostsalade,False,hoofdgerecht
Chow mein,False,hoofdgerecht
Glutenvrije pannenkoeken,False,lunch
Eenpersoons leftover pasta ovenschotel,False,hoofdgerecht
"Taco’s met groente, kidneybonen en avocado",False,hoofdgerecht
Limburgs zuurvlees met ontbijtkoek,False,hoofdgerecht
Drumsticks met geroosterde aardappeltjes en sla,False,hoofdgerecht
"Frittata met ui, spinazie en gruyère",False,lunch
Rijkgevulde Franse eiwrap met ratatouille &amp; gruyère,False,hoofdgerecht
Kaasfondue met broccoli &amp; brood,False,hoofdgerecht
"Mediterrane pasta met worst, aubergine &amp; olijven",False,hoofdgerecht
Italiaanse aardappelschotel met geraspte kaas &amp; tomaat,False,hoofdgerecht
Macaronimuffins,False,lunch
Erwtensoep,False,hoofdgerecht
"Cottage pie met rundergehakt, tuinerwten en cheddar",False,hoofdgerecht
Romige spaghetti met doperwten en zalm,False,hoofdgerecht
Bloemkoolrijstomelet met gebakken paksoi &amp; warmgerookte zalm,False,hoofdgerecht
"Oosterse kip met geroosterde boerenkool, peen &amp; limoenyoghurt",False,hoofdgerecht
 Plaattaart met gegrilde groenten en witte kaas,False,hoofdgerecht
Indiase garnalencurry met bloemkool &amp; naanbrood,False,hoofdgerecht
Geroosterde pompoen-linzensalade met venkel &amp; ricotta,False,hoofdgerecht
"Filetlapjes met uienjus, aardappel-selderijpuree &amp; witlof",False,hoofdgerecht
Chipolata met geroosterde zoete-aardappelruiten &amp; maissalade,False,hoofdgerecht
Pasta-stroganoff met champignons &amp; gerookte kip,False,hoofdgerecht
Varkenshaas met knoflookmayo &amp; geroosterde wintergroente,False,hoofdgerecht
Penne in tomatensaus met tonijn &amp; boerenkool,False,hoofdgerecht
Broccoli-wortelpeterseliestamppot met gehaktbal &amp; mosterdjus,False,hoofdgerecht
Zuid-Amerikaanse maaltijdsoep met kip &amp; bonen,False,hoofdgerecht
Italiaanse gehakttaartjes met mozzarella &amp; cherrytomaat,False,hoofdgerecht
Sushisalade met warmgerookte zalm &amp; zeewiersalade,False,hoofdgerecht
Kimchi-kikkererwtenkoekjesmet courgettesalade,False,hoofdgerecht
Vega vissticks met aardappel-erwtenpuree &amp; gestoofde prei,False,hoofdgerecht
"Traybake met kriel, paprika &amp; Catalaanse worstjes",False,hoofdgerecht
"Lasagne met kip, spinazie en courgette",False,hoofdgerecht
"Traybake met braadworst, broccoli en ras el hanout",False,hoofdgerecht
"Lentestamppot van zoete aardappel, tuinerwten en tartaar",False,hoofdgerecht
Makkelijke stoof van kabeljauw Provençaalse groenten en mozzarella ,False,hoofdgerecht
Hartige taart (torta pasqualina),False,lunch
Gegrilde vega-tomatenspiesjes met rodekool-broccolisalade,False,hoofdgerecht
Vegan chili sin carne,False,hoofdgerecht
Pindasoep met bruine bonen,False,hoofdgerecht
Pasta met zwarte bonen,False,hoofdgerecht
Gele linzencurry,False,hoofdgerecht
Tajine uit de pan met kikkererwten,False,hoofdgerecht
Linzenschotel met cajunkruiden,False,hoofdgerecht
Vegan erwtensoep met kikkererwten,False,hoofdgerecht
Wortel-pompoen-linzensoep,False,hoofdgerecht
Pompoenlasagne met pastinaak &amp; bloemkool,False,hoofdgerecht
